,Age,Job,Marital Status,Education,Default,Balance (euros),Housing Loan,Loan,Contact,Last Contact Day,Last Contact Month,Last Contact Duration,Campaign,Pdays,Previous,Poutcome,Subscription
4652,39.0,management,married,tertiary,0,710.0,1,0,cellular,11,jul,211,2,-1.0,0,unknown,0
4653,32.0,technician,married,secondary,0,473.0,0,1,cellular,7,may,292,3,-1.0,0,unknown,1
4654,32.0,technician,married,secondary,0,-360.0,1,0,cellular,6,may,131,2,344.0,2,failure,0
4655,37.0,entrepreneur,married,primary,0,8.0,1,1,cellular,16,jul,46,1,-1.0,0,unknown,0
4656,33.0,services,married,secondary,0,387.0,1,0,cellular,7,apr,327,2,138.0,2,failure,0
4657,57.0,services,married,secondary,0,530.0,1,0,telephone,15,may,10,7,360.0,7,failure,0
4658,28.0,management,single,tertiary,0,21.0,1,0,unknown,8,may,219,3,-1.0,0,unknown,0
4659,52.0,blue-collar,married,secondary,0,955.0,0,1,cellular,3,feb,153,1,48.0,3,success,1
4660,32.0,technician,single,tertiary,0,543.0,0,0,cellular,11,aug,385,3,-1.0,0,unknown,0
4661,47.0,blue-collar,married,primary,0,333.0,1,0,cellular,21,nov,118,1,113.0,4,failure,0
4662,30.0,blue-collar,married,secondary,0,203.0,1,0,cellular,5,may,18,6,-1.0,0,unknown,0
4663,48.0,blue-collar,married,secondary,0,0.0,1,0,unknown,26,may,105,1,-1.0,0,unknown,0
4664,57.0,technician,married,primary,0,0.0,0,0,unknown,5,jun,58,8,-1.0,0,unknown,0
4665,36.0,entrepreneur,married,tertiary,0,99.0,1,1,cellular,20,apr,393,3,-1.0,0,unknown,0
4666,36.0,blue-collar,married,unknown,0,1023.0,1,0,cellular,4,feb,184,2,-1.0,0,unknown,0
4667,26.0,student,single,secondary,0,655.0,0,0,cellular,16,sep,190,1,-1.0,0,unknown,1
4668,64.0,management,married,tertiary,0,3951.0,0,0,cellular,28,jan,134,1,91.0,1,success,1
4669,45.0,management,single,secondary,0,451.0,1,0,cellular,19,aug,142,2,-1.0,0,unknown,0
4670,35.0,blue-collar,married,primary,0,21.0,0,0,cellular,28,jan,121,1,-1.0,0,unknown,0
4671,33.0,technician,single,secondary,0,2466.0,1,0,cellular,21,nov,132,2,-1.0,0,unknown,0
4672,60.0,retired,divorced,tertiary,0,439.0,0,1,cellular,25,may,464,1,321.0,1,failure,1
4673,70.0,retired,married,secondary,0,1024.0,0,0,cellular,17,apr,278,1,-1.0,0,unknown,0
4674,63.0,management,married,tertiary,0,0.0,0,0,cellular,12,oct,130,2,182.0,6,failure,0
4675,23.0,services,single,secondary,0,870.0,0,0,cellular,29,dec,296,1,176.0,4,success,1
4676,57.0,technician,married,tertiary,0,624.0,0,0,cellular,6,aug,224,4,-1.0,0,unknown,0
4677,32.0,technician,single,unknown,0,491.0,0,0,cellular,8,oct,251,2,91.0,7,success,1
4678,46.0,blue-collar,divorced,primary,0,216.0,0,0,cellular,2,feb,173,1,-1.0,0,unknown,0
4679,35.0,management,married,tertiary,0,0.0,0,0,cellular,6,aug,543,4,-1.0,0,unknown,0
4680,42.0,management,married,tertiary,0,9261.0,1,0,cellular,6,aug,120,2,-1.0,0,unknown,0
4681,43.0,technician,married,secondary,0,434.0,1,0,unknown,5,may,117,1,-1.0,0,unknown,0
4682,39.0,admin.,divorced,secondary,0,160.0,1,0,cellular,5,aug,156,1,-1.0,0,unknown,0
4683,41.0,technician,married,secondary,0,2125.0,1,1,cellular,21,nov,285,3,116.0,4,failure,0
4684,46.0,management,divorced,tertiary,0,558.0,0,0,cellular,6,jul,319,1,-1.0,0,unknown,1
4685,39.0,blue-collar,married,secondary,0,263.0,1,0,cellular,18,nov,365,1,-1.0,0,unknown,0
4686,29.0,unemployed,married,secondary,0,-25.0,1,0,cellular,17,jul,143,1,-1.0,0,unknown,0
4687,44.0,management,divorced,tertiary,0,476.0,1,1,unknown,26,may,127,2,-1.0,0,unknown,0
4688,25.0,management,single,tertiary,0,89.0,0,0,cellular,7,sep,274,1,-1.0,0,unknown,0
4689,52.0,technician,married,secondary,0,-1076.0,1,0,cellular,31,jul,58,2,-1.0,0,unknown,0
4690,30.0,management,single,secondary,0,269.0,0,1,cellular,7,jul,1165,2,-1.0,0,unknown,0
4691,66.0,retired,married,tertiary,0,3.0,0,0,cellular,6,aug,550,1,-1.0,0,unknown,1
4692,38.0,blue-collar,married,primary,0,3242.0,1,0,cellular,17,apr,198,5,331.0,1,failure,0
4693,45.0,blue-collar,married,primary,0,328.0,1,0,cellular,12,aug,174,4,-1.0,0,unknown,0
4694,58.0,management,divorced,tertiary,0,5701.0,0,0,cellular,14,aug,92,3,106.0,2,success,0
4695,40.0,technician,single,unknown,0,3652.0,1,0,unknown,14,may,1028,2,-1.0,0,unknown,1
4696,27.0,student,single,secondary,0,1177.0,0,0,cellular,3,mar,133,1,-1.0,0,unknown,0
4697,39.0,management,married,tertiary,0,12855.0,1,0,cellular,19,nov,108,4,173.0,1,failure,0
4698,26.0,technician,married,secondary,0,523.0,0,0,cellular,4,jun,221,1,126.0,1,failure,0
4699,34.0,services,single,secondary,0,0.0,1,0,cellular,6,may,307,2,-1.0,0,unknown,0
4700,35.0,blue-collar,single,primary,0,85.0,0,0,cellular,15,may,213,1,364.0,1,failure,0
4701,50.0,services,single,primary,0,148.0,1,0,unknown,7,may,198,2,-1.0,0,unknown,0
4702,40.0,blue-collar,married,secondary,0,1451.0,0,0,cellular,1,jun,314,1,-1.0,0,unknown,1
4703,27.0,housemaid,married,primary,0,3.0,1,1,cellular,30,jul,64,4,-1.0,0,unknown,0
4704,40.0,management,single,tertiary,0,1820.0,1,1,unknown,3,jun,173,3,-1.0,0,unknown,0
4705,33.0,technician,single,secondary,0,-244.0,1,0,unknown,2,jun,63,2,-1.0,0,unknown,0
4706,30.0,admin.,married,secondary,0,1265.0,1,1,unknown,26,may,414,2,-1.0,0,unknown,1
4707,57.0,self-employed,married,tertiary,1,-3313.0,1,1,unknown,9,may,153,1,-1.0,0,unknown,0
4708,24.0,blue-collar,single,secondary,0,3.0,1,0,cellular,15,may,311,1,-1.0,0,unknown,0
4709,43.0,blue-collar,divorced,primary,0,515.0,1,0,cellular,13,apr,199,2,146.0,1,failure,0
4710,23.0,blue-collar,single,secondary,0,525.0,1,0,unknown,19,may,180,1,-1.0,0,unknown,0
4711,52.0,services,married,secondary,0,992.0,1,0,cellular,27,jan,342,1,92.0,2,success,1
4712,36.0,blue-collar,married,secondary,0,0.0,0,0,unknown,8,may,338,2,-1.0,0,unknown,0
4713,32.0,management,married,secondary,0,1477.0,1,0,cellular,18,nov,111,1,-1.0,0,unknown,0
4714,41.0,technician,married,tertiary,0,139.0,0,0,cellular,18,aug,781,2,-1.0,0,unknown,0
4715,24.0,blue-collar,single,secondary,0,171.0,1,0,unknown,21,may,151,2,-1.0,0,unknown,0
4716,35.0,self-employed,married,secondary,0,-3.0,0,0,unknown,9,jun,438,5,-1.0,0,unknown,0
4717,31.0,management,single,tertiary,0,874.0,1,0,cellular,18,nov,190,2,-1.0,0,unknown,0
4718,54.0,management,married,tertiary,1,-248.0,1,1,unknown,7,may,112,1,-1.0,0,unknown,0
4719,33.0,self-employed,married,secondary,0,173.0,0,0,cellular,18,aug,26,5,-1.0,0,unknown,0
4720,36.0,unemployed,divorced,secondary,0,1366.0,0,1,cellular,2,feb,131,1,-1.0,0,unknown,0
4721,52.0,services,married,secondary,0,1579.0,0,1,cellular,12,aug,158,2,-1.0,0,unknown,0
4722,29.0,technician,single,secondary,0,113.0,0,0,cellular,12,feb,328,2,183.0,4,success,1
4723,38.0,services,married,secondary,0,43.0,1,0,unknown,4,jun,213,1,-1.0,0,unknown,0
4724,34.0,technician,single,tertiary,0,759.0,0,0,unknown,20,may,265,1,-1.0,0,unknown,0
4725,60.0,technician,divorced,primary,0,-85.0,0,1,telephone,8,jul,58,2,-1.0,0,unknown,0
4726,26.0,blue-collar,single,secondary,0,6.0,0,1,telephone,7,jul,360,3,-1.0,0,unknown,0
4727,33.0,technician,married,secondary,0,-805.0,0,0,cellular,7,jul,208,2,-1.0,0,unknown,0
4728,46.0,blue-collar,married,secondary,0,398.0,1,1,cellular,6,aug,128,2,-1.0,0,unknown,0
4729,56.0,retired,married,secondary,0,20.0,0,1,cellular,19,aug,153,3,-1.0,0,unknown,0
4730,55.0,services,married,secondary,0,617.0,1,0,cellular,20,apr,529,3,-1.0,0,unknown,0
4731,25.0,management,single,tertiary,0,3902.0,0,0,cellular,23,sep,856,1,-1.0,0,unknown,1
4732,42.0,admin.,married,secondary,0,176.0,0,0,cellular,31,jul,201,2,-1.0,0,unknown,0
4733,57.0,admin.,married,primary,0,1694.0,1,0,telephone,17,nov,378,1,-1.0,0,unknown,0
4734,43.0,technician,divorced,secondary,0,-414.0,0,0,cellular,27,aug,590,4,-1.0,0,unknown,0
4735,57.0,management,divorced,tertiary,0,2549.0,0,0,cellular,30,jan,456,3,197.0,2,failure,0
4736,39.0,self-employed,married,tertiary,0,3246.0,1,0,unknown,30,may,491,1,-1.0,0,unknown,0
4737,34.0,technician,single,tertiary,0,586.0,1,0,unknown,16,may,489,2,-1.0,0,unknown,0
4738,35.0,technician,married,tertiary,0,7050.0,0,0,cellular,10,feb,278,3,187.0,1,success,1
4739,49.0,management,married,tertiary,0,579.0,0,0,cellular,12,aug,201,4,-1.0,0,unknown,0
4740,48.0,unemployed,married,secondary,0,0.0,0,0,telephone,31,jul,35,11,-1.0,0,unknown,0
4741,49.0,technician,divorced,secondary,0,265.0,1,0,unknown,12,may,274,6,-1.0,0,unknown,0
4742,53.0,admin.,married,secondary,0,1252.0,0,0,cellular,17,aug,128,4,-1.0,0,unknown,0
4743,32.0,management,single,tertiary,0,0.0,1,0,cellular,5,may,196,1,-1.0,0,unknown,0
4744,42.0,blue-collar,single,primary,0,50.0,0,0,unknown,16,jun,294,3,-1.0,0,unknown,0
4745,43.0,technician,married,secondary,0,576.0,0,0,cellular,2,feb,229,1,-1.0,0,unknown,0
4746,37.0,management,married,tertiary,0,108.0,1,1,cellular,4,jun,262,2,-1.0,0,unknown,1
4747,29.0,entrepreneur,married,secondary,0,926.0,1,0,cellular,15,jul,169,2,-1.0,0,unknown,0
4748,40.0,management,married,tertiary,0,315.0,0,0,cellular,19,nov,321,1,-1.0,0,unknown,0
4749,54.0,blue-collar,married,primary,0,0.0,0,0,unknown,16,jun,101,6,-1.0,0,unknown,0
4750,51.0,management,divorced,tertiary,0,1028.0,0,0,cellular,5,aug,178,4,-1.0,0,unknown,0
4751,52.0,entrepreneur,single,tertiary,0,3469.0,1,0,cellular,16,apr,583,1,147.0,1,success,1
4752,25.0,student,single,secondary,0,1608.0,0,0,cellular,30,apr,664,2,-1.0,0,unknown,1
4753,33.0,admin.,divorced,secondary,0,-331.0,1,1,cellular,11,may,186,2,350.0,3,failure,0
4754,41.0,housemaid,married,primary,0,46.0,0,0,cellular,22,aug,268,1,-1.0,0,unknown,0
4755,60.0,technician,divorced,secondary,0,-50.0,0,0,cellular,28,aug,433,12,-1.0,0,unknown,0
4756,42.0,blue-collar,married,primary,0,1156.0,1,0,telephone,20,apr,37,1,-1.0,0,unknown,0
4757,36.0,blue-collar,married,unknown,0,6.0,0,0,unknown,20,jun,41,7,-1.0,0,unknown,0
4758,37.0,technician,single,secondary,0,6714.0,1,0,unknown,23,may,90,1,-1.0,0,unknown,0
4759,40.0,blue-collar,married,primary,0,48.0,0,0,unknown,9,jun,100,5,-1.0,0,unknown,0
4760,59.0,retired,married,primary,0,-119.0,1,0,unknown,6,may,289,1,-1.0,0,unknown,0
4761,57.0,retired,married,primary,0,1335.0,0,0,cellular,19,nov,902,2,-1.0,0,unknown,0
4762,60.0,blue-collar,married,secondary,0,1801.0,0,0,telephone,29,oct,167,1,-1.0,0,unknown,0
4763,35.0,unemployed,single,tertiary,0,2340.0,0,0,cellular,31,jul,420,9,-1.0,0,unknown,0
4764,46.0,services,married,secondary,0,2202.0,1,0,cellular,29,jan,83,2,-1.0,0,unknown,0
4765,38.0,management,divorced,tertiary,0,155.0,1,0,unknown,20,jun,25,26,-1.0,0,unknown,0
4766,61.0,retired,married,primary,0,56.0,0,0,cellular,7,sep,288,3,-1.0,0,unknown,1
4767,38.0,services,married,secondary,0,5.0,0,0,unknown,5,jun,115,2,-1.0,0,unknown,0
4768,24.0,blue-collar,single,secondary,0,1421.0,1,0,cellular,18,may,209,2,-1.0,0,unknown,0
4769,33.0,services,married,secondary,0,1631.0,1,0,cellular,20,nov,366,6,-1.0,0,unknown,0
4770,43.0,admin.,married,secondary,0,-879.0,1,0,unknown,20,jun,199,4,-1.0,0,unknown,0
4771,32.0,technician,single,secondary,0,719.0,1,0,unknown,28,may,79,6,-1.0,0,unknown,0
4772,59.0,housemaid,married,primary,0,370.0,1,0,cellular,9,jul,425,1,-1.0,0,unknown,0
4773,30.0,technician,single,tertiary,0,4060.0,0,0,cellular,3,feb,179,1,93.0,1,other,1
4774,40.0,management,married,secondary,0,4396.0,0,0,cellular,12,aug,432,3,-1.0,0,unknown,1
4775,24.0,admin.,single,tertiary,0,-61.0,0,0,cellular,11,mar,95,4,-1.0,0,unknown,1
4776,30.0,blue-collar,married,primary,0,3.0,1,0,unknown,8,may,147,1,-1.0,0,unknown,0
4777,63.0,retired,married,secondary,0,243.0,0,0,cellular,31,aug,114,1,-1.0,0,unknown,0
4778,47.0,services,married,secondary,0,459.0,0,0,cellular,19,aug,599,3,-1.0,0,unknown,0
4779,33.0,blue-collar,married,secondary,0,61.0,1,0,unknown,26,may,129,3,-1.0,0,unknown,0
4780,52.0,admin.,married,secondary,0,2347.0,0,1,cellular,12,aug,603,3,-1.0,0,unknown,0
4781,55.0,blue-collar,married,secondary,0,840.0,1,0,unknown,6,may,310,2,-1.0,0,unknown,0
4782,49.0,admin.,married,secondary,0,197.0,1,0,cellular,13,apr,223,1,182.0,2,failure,1
4783,29.0,admin.,single,secondary,0,306.0,1,0,cellular,18,may,774,4,-1.0,0,unknown,1
4784,38.0,admin.,married,secondary,0,253.0,1,0,unknown,9,may,515,4,-1.0,0,unknown,0
4785,35.0,technician,married,secondary,0,1387.0,1,0,unknown,20,may,114,1,-1.0,0,unknown,0
4786,42.0,self-employed,married,secondary,0,634.0,1,0,cellular,9,jul,61,1,-1.0,0,unknown,0
4787,40.0,technician,married,primary,0,164.0,1,0,unknown,7,may,398,1,-1.0,0,unknown,0
4788,55.0,technician,married,secondary,0,6958.0,1,1,unknown,13,may,178,2,-1.0,0,unknown,0
4789,32.0,technician,married,tertiary,0,231.0,1,0,cellular,17,jul,177,2,-1.0,0,unknown,0
4790,50.0,admin.,divorced,secondary,0,175.0,0,0,cellular,22,jul,112,3,-1.0,0,unknown,0
4791,56.0,blue-collar,married,secondary,0,317.0,0,0,cellular,7,aug,112,7,-1.0,0,unknown,0
4792,36.0,blue-collar,married,secondary,0,0.0,0,0,unknown,14,may,636,6,-1.0,0,unknown,0
4793,46.0,management,single,secondary,0,1605.0,0,0,cellular,31,jul,126,6,-1.0,0,unknown,0
4794,26.0,self-employed,divorced,secondary,0,165.0,1,0,cellular,29,jul,162,4,-1.0,0,unknown,0
4795,45.0,services,married,secondary,0,-158.0,1,0,telephone,29,jul,340,1,-1.0,0,unknown,0
4796,54.0,management,single,tertiary,0,1464.0,1,1,unknown,26,may,425,4,-1.0,0,unknown,0
4797,56.0,management,divorced,tertiary,0,-563.0,0,0,cellular,16,jul,79,1,-1.0,0,unknown,0
4798,29.0,admin.,single,unknown,0,2083.0,1,0,unknown,3,jun,94,2,-1.0,0,unknown,0
4799,30.0,management,married,tertiary,0,6432.0,1,0,cellular,21,nov,206,2,119.0,3,other,0
4800,35.0,services,married,secondary,0,-197.0,1,0,unknown,26,may,103,1,-1.0,0,unknown,0
4801,38.0,entrepreneur,married,tertiary,0,1514.0,0,1,cellular,21,nov,160,3,120.0,3,failure,0
4802,32.0,services,single,secondary,0,48.0,1,0,cellular,20,apr,8,3,-1.0,0,unknown,0
4803,49.0,housemaid,married,primary,0,249.0,1,0,cellular,21,nov,450,1,-1.0,0,unknown,0
4804,36.0,services,married,tertiary,0,2167.0,1,1,unknown,12,may,120,2,-1.0,0,unknown,0
4805,54.0,management,divorced,secondary,0,155.0,1,0,unknown,14,may,75,1,-1.0,0,unknown,0
4806,30.0,management,married,tertiary,0,126.0,1,1,cellular,23,jul,75,10,-1.0,0,unknown,0
4807,38.0,services,married,secondary,0,0.0,1,1,cellular,11,jul,184,2,-1.0,0,unknown,0
4808,60.0,self-employed,married,secondary,0,3105.0,0,0,telephone,28,jul,178,4,-1.0,0,unknown,0
4809,32.0,self-employed,single,tertiary,0,444.0,0,0,cellular,19,nov,101,1,-1.0,0,unknown,0
4810,34.0,admin.,married,secondary,0,79.0,1,0,unknown,23,may,83,1,-1.0,0,unknown,0
4811,29.0,services,married,secondary,0,68.0,0,0,unknown,20,may,119,3,-1.0,0,unknown,0
4812,42.0,management,divorced,tertiary,0,580.0,1,0,cellular,31,jul,216,2,-1.0,0,unknown,0
4813,32.0,management,single,secondary,0,0.0,1,0,cellular,17,jul,139,5,-1.0,0,unknown,0
4814,44.0,blue-collar,single,primary,0,36.0,1,0,cellular,15,may,551,1,371.0,2,failure,1
4815,31.0,blue-collar,married,secondary,0,604.0,1,0,cellular,17,apr,99,2,150.0,2,failure,0
4816,40.0,services,single,secondary,0,326.0,1,0,cellular,6,may,242,2,169.0,2,failure,0
4817,54.0,self-employed,married,tertiary,0,368.0,0,0,telephone,31,jul,7,4,-1.0,0,unknown,0
4818,43.0,management,married,tertiary,0,1429.0,1,0,cellular,7,may,1030,1,169.0,3,success,1
4819,34.0,management,married,tertiary,0,123.0,0,0,cellular,3,feb,301,3,-1.0,0,unknown,1
4820,35.0,blue-collar,single,secondary,0,505.0,0,1,cellular,30,jan,109,3,-1.0,0,unknown,0
4821,45.0,admin.,single,secondary,0,206.0,1,0,unknown,5,may,193,1,-1.0,0,unknown,0
4822,38.0,management,married,tertiary,0,536.0,1,0,cellular,22,jul,248,1,-1.0,0,unknown,1
4823,61.0,retired,married,primary,0,421.0,0,0,cellular,10,dec,112,2,-1.0,0,unknown,0
4824,34.0,blue-collar,married,secondary,0,1650.0,1,1,telephone,22,jul,351,11,-1.0,0,unknown,0
4825,30.0,management,married,tertiary,0,1119.0,0,0,cellular,6,aug,199,7,-1.0,0,unknown,0
4826,35.0,management,single,tertiary,0,1531.0,1,0,cellular,19,nov,127,1,-1.0,0,unknown,0
4827,29.0,technician,single,tertiary,0,2489.0,1,0,cellular,7,dec,1002,3,283.0,2,success,0
4828,32.0,technician,single,secondary,0,12.0,0,0,cellular,7,aug,173,2,-1.0,0,unknown,0
4829,35.0,management,single,secondary,0,356.0,1,0,cellular,21,nov,20,5,114.0,7,failure,0
4830,31.0,services,divorced,secondary,0,1016.0,1,0,cellular,6,may,20,1,342.0,1,failure,0
4831,31.0,self-employed,married,tertiary,0,5.0,1,1,cellular,21,nov,635,1,135.0,2,failure,1
4832,53.0,blue-collar,married,secondary,0,813.0,1,0,unknown,21,may,23,16,-1.0,0,unknown,0
4833,45.0,blue-collar,married,primary,0,-485.0,1,0,cellular,7,aug,122,2,-1.0,0,unknown,0
4834,38.0,unemployed,single,secondary,0,804.0,0,0,cellular,1,jun,1087,1,-1.0,0,unknown,1
4835,38.0,technician,single,secondary,0,884.0,1,1,cellular,17,apr,113,2,149.0,3,failure,0
4836,31.0,management,single,secondary,1,20.0,1,0,cellular,28,jul,141,5,-1.0,0,unknown,0
4837,33.0,student,single,tertiary,0,882.0,1,0,cellular,6,feb,311,1,-1.0,0,unknown,0
4838,37.0,technician,divorced,secondary,0,-24.0,1,0,cellular,4,feb,33,2,-1.0,0,unknown,0
4839,23.0,services,single,secondary,0,495.0,1,1,cellular,18,may,302,1,-1.0,0,unknown,0
4840,39.0,services,married,secondary,0,64.0,0,0,cellular,29,jul,100,3,-1.0,0,unknown,0
4841,33.0,admin.,divorced,secondary,0,-403.0,1,0,unknown,28,may,217,1,-1.0,0,unknown,0
4842,34.0,admin.,married,secondary,0,1655.0,1,0,cellular,28,jul,49,2,-1.0,0,unknown,0
4843,49.0,blue-collar,married,primary,0,1536.0,1,0,unknown,19,may,400,2,-1.0,0,unknown,0
4844,36.0,admin.,single,secondary,0,135.0,0,0,unknown,5,jun,308,1,-1.0,0,unknown,0
4845,40.0,services,married,secondary,0,1116.0,1,0,cellular,12,may,350,5,286.0,2,failure,0
4846,51.0,technician,married,secondary,0,564.0,0,1,cellular,8,jul,187,2,-1.0,0,unknown,0
4847,25.0,management,married,primary,0,168.0,1,0,unknown,3,jun,801,1,-1.0,0,unknown,1
4848,81.0,retired,married,primary,0,122.0,0,0,telephone,23,apr,201,1,-1.0,0,unknown,0
4849,47.0,blue-collar,married,secondary,0,-337.0,1,1,cellular,12,may,366,1,-1.0,0,unknown,0
4850,39.0,services,married,secondary,0,186.0,1,0,cellular,17,apr,433,1,-1.0,0,unknown,0
4851,35.0,unemployed,married,primary,0,3.0,0,0,cellular,24,jul,90,1,-1.0,0,unknown,0
4852,46.0,admin.,single,unknown,1,0.0,0,0,unknown,23,may,378,2,-1.0,0,unknown,0
4853,56.0,blue-collar,married,secondary,0,471.0,1,0,cellular,7,may,104,1,342.0,2,failure,0
4854,32.0,blue-collar,married,primary,0,-145.0,1,1,cellular,7,may,273,1,-1.0,0,unknown,0
4855,53.0,management,married,tertiary,0,2124.0,1,0,unknown,8,may,123,2,-1.0,0,unknown,0
4856,28.0,unemployed,married,secondary,0,293.0,1,0,cellular,20,apr,230,1,329.0,3,failure,0
4857,57.0,admin.,married,secondary,0,2137.0,0,0,telephone,8,jul,132,7,-1.0,0,unknown,0
4858,49.0,blue-collar,married,primary,0,3652.0,1,1,cellular,11,may,568,1,285.0,2,other,0
4859,38.0,blue-collar,married,secondary,0,67.0,0,0,cellular,28,jan,74,1,239.0,2,failure,0
4860,41.0,admin.,single,secondary,0,386.0,0,0,cellular,29,jan,125,1,-1.0,0,unknown,0
4861,34.0,management,married,tertiary,0,557.0,1,0,cellular,16,jul,513,1,-1.0,0,unknown,0
4862,43.0,blue-collar,married,secondary,0,4309.0,1,0,unknown,2,jun,43,15,-1.0,0,unknown,0
4863,63.0,retired,married,tertiary,0,133.0,1,0,cellular,13,feb,104,2,-1.0,0,unknown,0
4864,31.0,management,married,tertiary,0,325.0,1,0,cellular,18,jul,1139,2,-1.0,0,unknown,1
4865,30.0,management,single,tertiary,0,502.0,0,1,cellular,18,jul,572,1,-1.0,0,unknown,1
4866,45.0,blue-collar,married,secondary,0,-96.0,0,0,cellular,28,jan,517,2,-1.0,0,unknown,0
4867,35.0,management,single,tertiary,0,2928.0,1,0,cellular,18,nov,54,1,-1.0,0,unknown,0
4868,32.0,admin.,single,tertiary,0,2004.0,0,0,cellular,2,feb,141,1,75.0,1,failure,0
4869,44.0,management,married,tertiary,0,4333.0,0,0,cellular,6,aug,68,6,-1.0,0,unknown,0
4870,71.0,retired,married,primary,0,4657.0,0,0,cellular,16,feb,93,5,-1.0,0,unknown,1
4871,47.0,blue-collar,married,unknown,0,-345.0,1,0,unknown,19,may,18,14,-1.0,0,unknown,0
4872,41.0,blue-collar,married,secondary,0,2044.0,1,1,cellular,29,jul,234,5,-1.0,0,unknown,0
4873,43.0,blue-collar,married,secondary,0,-179.0,1,0,cellular,30,jul,335,6,-1.0,0,unknown,0
4874,26.0,technician,single,tertiary,0,8839.0,1,0,unknown,29,may,932,3,-1.0,0,unknown,0
4875,32.0,management,married,tertiary,0,322.0,0,0,cellular,4,feb,101,1,-1.0,0,unknown,0
4876,47.0,admin.,married,tertiary,0,97.0,1,0,cellular,8,feb,340,3,-1.0,0,unknown,0
4877,50.0,management,single,tertiary,0,709.0,1,0,cellular,8,may,207,1,-1.0,0,unknown,0
4878,51.0,technician,married,tertiary,0,4455.0,0,0,telephone,14,aug,85,4,-1.0,0,unknown,0
4879,53.0,management,divorced,tertiary,0,253.0,0,0,cellular,27,aug,202,6,-1.0,0,unknown,0
4880,36.0,blue-collar,married,primary,0,95.0,1,0,unknown,9,may,255,2,-1.0,0,unknown,0
4881,57.0,housemaid,married,tertiary,0,2326.0,0,0,cellular,17,apr,378,1,-1.0,0,unknown,1
4882,67.0,retired,married,tertiary,0,2841.0,0,0,cellular,2,feb,62,1,-1.0,0,unknown,0
4883,30.0,admin.,single,secondary,0,648.0,0,0,cellular,19,oct,54,1,-1.0,0,unknown,0
4884,42.0,blue-collar,married,primary,0,188.0,1,0,unknown,30,may,53,5,-1.0,0,unknown,0
4885,28.0,self-employed,single,tertiary,0,25.0,0,0,cellular,9,jul,618,1,-1.0,0,unknown,0
4886,34.0,management,single,tertiary,0,3244.0,0,0,cellular,18,nov,131,2,-1.0,0,unknown,0
4887,34.0,blue-collar,married,primary,0,218.0,1,1,unknown,21,may,260,1,-1.0,0,unknown,0
4888,29.0,management,single,tertiary,0,0.0,1,0,cellular,13,may,155,1,351.0,1,failure,0
4889,40.0,admin.,married,secondary,0,1010.0,1,0,unknown,14,may,283,1,-1.0,0,unknown,0
4890,39.0,services,divorced,secondary,1,-96.0,1,1,telephone,12,may,38,6,-1.0,0,unknown,0
4891,79.0,housemaid,married,primary,0,0.0,0,0,cellular,18,aug,90,1,-1.0,0,unknown,0
4892,45.0,technician,married,secondary,0,2403.0,0,0,cellular,13,feb,147,2,84.0,1,failure,0
4893,59.0,retired,married,primary,0,363.0,0,0,cellular,30,apr,400,1,-1.0,0,unknown,1
4894,33.0,blue-collar,married,secondary,0,245.0,1,0,cellular,14,may,437,2,370.0,8,other,0
4895,37.0,technician,married,secondary,0,163.0,0,1,cellular,28,aug,9,24,-1.0,0,unknown,0
4896,46.0,admin.,divorced,secondary,0,207.0,1,0,unknown,7,may,485,4,-1.0,0,unknown,0
4897,40.0,management,married,tertiary,0,-29.0,0,0,unknown,8,may,406,2,-1.0,0,unknown,0
4898,36.0,management,married,tertiary,0,85.0,0,0,cellular,19,aug,249,3,-1.0,0,unknown,0
4899,57.0,services,married,secondary,0,68.0,1,0,cellular,8,may,65,2,-1.0,0,unknown,0
4900,44.0,self-employed,married,primary,0,614.0,0,0,cellular,12,aug,85,4,-1.0,0,unknown,0
4901,46.0,technician,married,secondary,0,0.0,0,0,cellular,30,jul,77,2,-1.0,0,unknown,0
4902,43.0,technician,single,secondary,0,463.0,1,0,cellular,17,nov,266,2,-1.0,0,unknown,0
4903,28.0,blue-collar,married,secondary,0,17.0,0,0,unknown,28,may,8,4,-1.0,0,unknown,0
4904,19.0,student,single,secondary,0,96.0,0,0,cellular,23,apr,106,3,-1.0,0,unknown,0
4905,33.0,blue-collar,married,secondary,0,983.0,0,0,unknown,8,sep,9,1,-1.0,0,unknown,0
4906,28.0,technician,single,secondary,0,1.0,1,0,unknown,29,may,364,3,-1.0,0,unknown,0
4907,60.0,retired,single,tertiary,0,305.0,1,0,cellular,3,feb,137,5,211.0,3,other,0
4908,35.0,technician,single,tertiary,0,2650.0,0,0,cellular,25,aug,133,8,-1.0,0,unknown,0
4909,33.0,blue-collar,single,secondary,0,33.0,1,0,unknown,9,may,557,1,-1.0,0,unknown,0
4910,27.0,technician,single,secondary,0,1601.0,0,0,cellular,4,feb,390,2,-1.0,0,unknown,0
4911,46.0,blue-collar,married,secondary,0,265.0,1,0,unknown,5,may,541,1,-1.0,0,unknown,0
4912,26.0,management,single,tertiary,0,0.0,0,0,cellular,23,feb,176,1,-1.0,0,unknown,0
4913,33.0,management,single,secondary,0,1558.0,1,0,cellular,17,apr,97,1,-1.0,0,unknown,0
4914,48.0,services,married,primary,0,483.0,0,0,cellular,6,aug,119,2,-1.0,0,unknown,0
